# design artefact				
# ARTEFACT: VCustomer				
# DESCRIPTION: view of DimCustomer 				
ATTRIBUTE_NAME	DEFINITION	RULE_DESCRIPTION	DATASTORE_OBJECTS	DATASTORE_ATTRIBUTES
Count	Count of Customers	count(DimCustomer.CustomerKey)	DimCustomer	CustomerKey
